Pilot;Field Name;Field Description;Field Latitude;Field Longitude;Device ID;Device Description;Device Type;Device EUI;Property Key;Property Name;Property Description;Unit Of Measurement;Unit Of Measurement Symbol;Datastream Name;Datastream Description;Averages
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000282;-;-;-;AQT_Param7;Groundwater Level;The depth at which the water table is found beneath the Earth's surface.;Meters;m;Tirso_Aquifer_000282_AQT_Param7;The datastream containing mesures of field Tirso_Aquifer by sensor 000282 which measures Groundwater Level.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000282;-;-;-;Temperature;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;Tirso_Aquifer_000282_Temperature;The datastream containing mesures of field Tirso_Aquifer by sensor 000282 which measures Air Temperature.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000282;-;-;-;220;Groundwater Level;The depth at which the water table is found beneath the Earth's surface.;Meters;m;Tirso_Aquifer_000282_220;The datastream containing mesures of field Tirso_Aquifer by sensor 000282 which measures Groundwater Level.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000282;-;-;-;270;Groundwater Level;The depth at which the water table is found beneath the Earth's surface.;Meters;m;Tirso_Aquifer_000282_270;The datastream containing mesures of field Tirso_Aquifer by sensor 000282 which measures Groundwater Level.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000282;-;-;-;PPm;Groundwater Level;The depth at which the water table is found beneath the Earth's surface.;Meters;m;Tirso_Aquifer_000282_PPm;The datastream containing mesures of field Tirso_Aquifer by sensor 000282 which measures Groundwater Level.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000282;-;-;-;Power Supply (V);Electric Conductivity;Measure of the ability of a solution to conduct electricity.;Microsiemens per centimeter;?S/cm;Tirso_Aquifer_000282_Power_Supply_(V);The datastream containing mesures of field Tirso_Aquifer by sensor 000282 which measures Electric Conductivity.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000282;-;-;-;Water Level mH2O_TOW;Groundwater Level;The depth at which the water table is found beneath the Earth's surface.;Meters;m;Tirso_Aquifer_000282_Water_Level_mH2O_TOW;The datastream containing mesures of field Tirso_Aquifer by sensor 000282 which measures Groundwater Level.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;Depth_mH2O;Groundwater Level;The depth at which the water table is found beneath the Earth's surface.;Meters;m;Tirso_Aquifer_000269_Depth_mH2O;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures Groundwater Level.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;Turbidity_NTU;Turbidity;Turbidity of water;Nephelometric Turbidity Units;NTU;Tirso_Aquifer_000269_Turbidity_NTU;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures Turbidity.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;Temperature_C;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;ºC;Tirso_Aquifer_000269_Temperature_C;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures Air Temperature.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;pH;pH;Measure of the acidity or alkalinity of a solution.;-;-;Tirso_Aquifer_000269_pH;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures pH.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;ORP_mV;ORP;Oxidation and Reduction Potential;Millivolts;mV;Tirso_Aquifer_000269_ORP_mV;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures ORP.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;Specific Conductivity_us/cm;Electric Conductivity;Measure of the ability of a solution to conduct electricity.;Microsiemens per centimeter;?S/cm;Tirso_Aquifer_000269_Specific_Conductivity_us/cm;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures Electric Conductivity.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;Nitrate Sensor_Temperature_C;NO4 / Nitrate;Concentration of nitrogen.;Milligrams per liter;mg/L;Tirso_Aquifer_000269_Nitrate_Sensor_Temperature_C;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures NO4 / Nitrate.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;Wave Length_ABS 220;Groundwater Level;The depth at which the water table is found beneath the Earth's surface.;Meters;m;Tirso_Aquifer_000269_Wave_Length_ABS_220;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures Groundwater Level.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;Wave Length_ABS 270;Groundwater Level;The depth at which the water table is found beneath the Earth's surface.;Meters;m;Tirso_Aquifer_000269_Wave_Length_ABS_270;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures Groundwater Level.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;Nitrate_PPm;NO4 / Nitrate;Concentration of nitrogen.;Milligrams per liter;mg/L;Tirso_Aquifer_000269_Nitrate_PPm;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures NO4 / Nitrate.;Weekly
Italy;Tirso_Aquifer;VanWalt Well in Italy;-;-;000269;-;-;-;Voltage;Battery Voltage;The electrical potential in a battery, indicating its charge level.;Millivolts;mV;Tirso_Aquifer_000269_Voltage;The datastream containing mesures of field Tirso_Aquifer by sensor 000269 which measures Battery Voltage.;Weekly
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-20cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_1-20cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-40cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_1-40cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-60cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_1-60cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-80cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_1-80cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-100cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_1-100cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-120cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_1-120cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-140cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_1-140cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 1-160cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_1-160cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-10cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_1-10cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-20cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_1-20cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-40cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_1-40cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-60cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_1-60cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-80cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_1-80cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-100cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_1-100cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-120cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_1-120cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-140cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_1-140cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 1-160cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_1-160cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-10cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_2-10cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-20cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_2-20cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-40cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_2-40cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-60cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_2-60cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-80cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_2-80cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-100cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_2-100cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-120cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_2-120cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-140cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_2-140cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 2-160cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_2-160cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 2-10cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_2-10cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 2-20cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_2-20cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 2-40cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_2-40cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 2-60cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_2-60cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 2-80cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_2-80cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 2-100cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_2-100cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 2-120cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_2-120cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 2-140cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_2-140cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 2-160cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_2-160cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 3-10cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_3-10cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 3-20cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_3-20cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 3-40cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_3-40cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 3-60cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_3-60cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 3-80cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_3-80cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 3-100cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_3-100cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 3-120cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_3-120cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 3-140cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_3-140cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;VWC 3-160cm;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Haouch_el_Saalouk_West_Bekaa_36231677_VWC_3-160cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Moisture.;None
Lebanon;Haouch el Saalouk West Bekaa;Haouch el Saalouk West Bekaa Field in Lebanon;33,73813889;35,787;36231677;MRL-8 Datalogger equipped with 3 Enviropro Soil sensors;Datalogger;-;Temp 3-10cm;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;ºC;Haouch_el_Saalouk_West_Bekaa_36231677_Temp_3-10cm;The datastream containing mesures of field Haouch el Saalouk West Bekaa by sensor 36231677 which measures Soil Temperature.;None
